0	0.20240343723957582
0.0025	0.23646087403422228
0.005	0.24668695591110631
0.0075	0.2540385929006456
0.01	0.25998351990275637
0.0125	0.26506219736834097
0.015	0.2695425585308117
0.0175	0.27357968623740464
0.02	0.2772725085997564
0.0225	0.2806885212351516
0.025	0.2838761091504956
0.0275	0.28687130054815907
0.03	0.28970174301688995
0.0325	0.2923891790472259
0.035	0.294951058203239
0.0375	0.29740162668896497
0.04	0.29975268696408436
0.0425	0.3020141415231501
0.045	0.30419439114264096
0.0475	0.30630063239480143
0.05	0.30833908382216973
0.055	0.3122336110287528
0.06	0.3159139218128115
0.065	0.3194082870624781
0.07	0.3227393957458346
0.075	0.3259257716304275
0.08	0.328982760981062
0.085	0.33192323961411485
0.09	0.3347581307222002
0.095	0.33749679171947916
0.1	0.34014730832732515
0.11	0.3452112058046778
0.12	0.3499965662622363
0.13	0.3545401492016042
0.14	0.35887145617769173
0.15	0.36301457290226175
0.16	0.3669894535077446
0.17	0.37081283990159364
0.18	0.37449893507292453
0.19	0.37805990609194906
0.2	0.38150626649776803
0.21	0.3848471715276309
0.22	0.3880906492227859
0.23	0.3912437835954953
0.24	0.3943128614359378
0.25	0.3973034911786847
0.26	0.40022070004235855
0.27	0.40306901409011453
0.28	0.40585252473028843
0.29	0.4085749443524317
0.3	0.41123965318440836
0.31	0.4138497390001294
0.32	0.41640803096255247
0.33	0.4189171286230739
0.34	0.4213794268952936
0.35	0.4237971376631479
0.36	0.4261723085595511
0.37	0.42850683935385253
0.38	0.43080249630857576
0.39	0.43306092480356984
0.4	0.43528366047545436
0.41	0.43747213907950055
0.42	0.4396277052478725
0.43	0.44175162029092013
0.44	0.4438450691657781
0.45	0.4459091667179496
0.46	0.4479449632861033
0.47	0.44995344974740625
0.48	0.45193556206989016
0.49	0.4538921854292289
0.5	0.4558241579396001
0.51	0.4577322740417626
0.52	0.4596172875859145
0.53	0.46147991464213833
0.54	0.46332083606716756
0.55	0.46514069985270073
0.56	0.4669401232774699
0.57	0.468719694882661
0.58	0.4704799762880134
0.59	0.4722215038639626
0.6	0.47394479027347386
